supersense_category	text
noun.artifact	whole lineage
noun.person	Lee
noun.person	Eastwood
noun.person	Lady
noun.location	Marie - France
noun.person	Tessier
noun.person	Ashpool
noun.person	Straylight
verb.change	chopping
noun.possession	legacy
noun.attribute	reaches
noun.shape	vature
noun.artifact	spindle
verb.stative	walled
verb.stative	centered
noun.quantity	meters
noun.artifact	stairway
verb.stative	floods
noun.person	Case
noun.person	Molly
verb.motion	threw
noun.location	blobs
noun.act	reflexes
verb.change	souped up
verb.perception	jazzed
noun.person	neurosurgeons
noun.communication	dance
verb.change	choreographed
noun.cognition	killer instinct
noun.act	training
verb.contact	poised
verb.body	grinning
noun.artifact	wineglass
noun.person	Ashpool
noun.person	gre- nade
noun.person	Case
noun.object	core
noun.artifact	explosive
noun.quantity	meters
noun.body	fletcher
verb.communication	whined
noun.act	darts
noun.person	Ashpool
verb.contact	curling
noun.artifact	grenade
verb.change	detonated
noun.artifact	wedding cake
verb.change	breaking
noun.person	Hideo
noun.body	leg
verb.motion	collapsed
noun.location	In Garvey
noun.person	Case
noun.person	Riviera
noun.body	wrists
noun.artifact	sphere
noun.artifact	bowling ball
noun.communication	assassination
noun.location	Ankara
verb.contact	plucking
noun.artifact	grenade
noun.state	shock
noun.person	Case
noun.person	temperfoam
noun.body	leg
noun.artifact	moire
noun.body	vision
verb.change	tighten
verb.stative	s
noun.act	sex
noun.artifact	toy
noun.person	Jane
noun.location	Berlin
verb.contact	Wiggle
noun.state	pulp
noun.substance	molecules
verb.body	groaned
noun.body	leg
verb.contact	found
noun.artifact	jeans
noun.person	Ali
noun.group	mesh
verb.motion	whirl
noun.person	Hideo
noun.feeling	sciousness
noun.person	Peter
noun.person	surgeon
noun.state	sting
noun.person	Riviera
noun.location	Turkey
noun.communication	Sprawl
noun.person	Hideo
noun.person	burglar
noun.artifact	terminal
verb.emotion	annoy
noun.person	burglar
verb.perception	waking
noun.person	Hideo
noun.quantity	More
noun.artifact	mesh
noun.attribute	black
verb.change	returned
noun.artifact	horns
noun.communication	Dance
noun.person	J A C K O
noun.communication	Afterimages
noun.person	Maelcum
noun.person	Case
noun.artifact	trodes
verb.communication	scream
noun.person	mon
noun.person	Molly
verb.change	Got
noun.artifact	squeeze bottle
noun.artifact	web
verb.contact	sucked out
noun.quantity	mouthful
noun.act	shit
verb.social	going
noun.person	Cray monitor
verb.creation	lit
noun.location	The Finn
noun.substance	junk
noun.person	Maelcum
noun.person	Case
noun.person	mon
noun.person	Case
noun.person	Maelcum
noun.person	Case
noun.person	Guy
noun.communication	Sprawl
noun.person	Wintermute
noun.artifact	Picture
verb.stative	posed
noun.communication	Bullshit
noun.person	Finn
noun.person	Molly
noun.person	Case
verb.communication	express
noun.person	Mute
noun.person	Maelcum
noun.person	Molly
noun.body	leg
verb.change	starts
noun.person	Peter
noun.communication	magic word
noun.person	Case
noun.person	Aerol
noun.person	Case
noun.person	guy
noun.person	Babylon Rocker
noun.person	Mael-
noun.person	pal
verb.cognition	understands
noun.person	Molly
verb.cognition	understands
noun.location	Riviera
noun.person	Maelcum
noun.body	muscle
verb.contact	hauled
noun.body	ass
noun.person	Case
verb.motion	listen up
noun.communication	sideband
noun.communication	broadcast
noun.location	Garvey
noun.artifact	navigation system
noun.person	Garvey
noun.location	Hosaka
noun.location	Hosaka
verb.motion	dock
verb.contact	interfaced
noun.artifact	sideband
noun.location	Maelcum
noun.location	Riviera
noun.person	Molly
noun.cognition	program
verb.possession	jacking
noun.artifact	Straylight system
noun.artifact	jack
noun.artifact	zircons
noun.location	Kill Riviera
noun.person	Case
verb.perception	blinked
noun.artifact	representation
noun.person	Finn
noun.person	Mael- cum
verb.change	rising
noun.feeling	glee
verb.change	fucked up
verb.possession	blew
noun.artifact	grapples
verb.contact	blew
noun.artifact	Armitage
noun.person	Haniwa
noun.person	Armitage
verb.contact	fried
noun.person	Hosaka
noun.artifact	mainframes
noun.person	The Finn
verb.stative	stuck
noun.person	Case
noun.person	mon
noun.person	Maelcum
noun.person	Garvey
noun.act	tug
noun.person	Finn
noun.person	construct
noun.person	Case
verb.motion	jacked
verb.cognition	Figured
noun.person	Winter- mute
verb.communication	requestin
verb.cognition	bet
noun.person	Kuang
noun.communication	Bang
verb.possession	Got
noun.artifact	snags
verb.contact	Fuck off
noun.person	Case
verb.motion	flipped
verb.contact	cutting off
noun.body	fingernail
noun.communication	Flatline
noun.communication	laughter
verb.creation	dreamed of
verb.contact	cupped
noun.artifact	cameo
verb.motion	extending
noun.person	Molly
noun.state	bliss
noun.body	forebrain
noun.act	sidestep
verb.change	withdrew
noun.artifact	brooch
verb.motion	tilting
noun.state	modes
noun.group	clan
verb.emotion	suffer
noun.person	Molly
noun.person	Case
noun.act	injection
verb.change	came through
noun.person	Neon
noun.animal	worms
noun.state	touch
noun.artifact	burlap
verb.consumption	frying
verb.communication	recoiled
verb.social	avoided
verb.cognition	focusing
noun.artifact	sions
verb.stative	overlapped
noun.event	white noise
noun.cognition	frame of mind
noun.artifact	Things
verb.perception	vibrate
noun.time	frequency
noun.artifact	pool chairs
noun.body	leg
noun.substance	camelskin
noun.artifact	hassock
noun.artifact	hassock
noun.person	djellaba
noun.artifact	wool
noun.person	Molly
noun.shape	folds
noun.object	strand
noun.person	Case
noun.person	Molly
noun.person	ninja
verb.contact	tucking
noun.artifact	cameo
noun.person	djellaba
noun.person	Molly
verb.perception	studying
noun.body	hawk nose
noun.communication	why
noun.person	Molly
noun.person	But Hideo
noun.person	partner
noun.body	eyebrows
noun.person	Molly
verb.contact	drawn back
noun.artifact	knot
noun.attribute	sterling
noun.person	Molly
verb.motion	raising
noun.artifact	monitors
verb.stative	like
noun.communication	gestures
noun.person	Riviera
noun.person	convict
noun.artifact	roof garden
noun.person	3Jane
noun.person	Peter
noun.person	Molly
verb.creation	managed
noun.person	Wintermute
noun.act	mis- take
verb.cognition	Underestimating
noun.substance	tiled
noun.substance	enamel
verb.motion	splashed
noun.substance	highball glass
noun.person	Molly
noun.person	Case
noun.person	Armitage
verb.communication	talk to
noun.communication	profiles
noun.cognition	statistics
noun.person	Case
verb.consumption	drank
noun.person	Peter
noun.person	Molly
noun.person	Riviera
verb.body	beamed
noun.feeling	Perversity
verb.motion	swirling
noun.substance	rock crystal
verb.consumption	enjoyed
noun.feeling	enjoyment
noun.person	Molly
noun.person	Peter
noun.feeling	exasperation
verb.emotion	reserved
noun.person	Molly
verb.cognition	Wintermute
noun.person	Jane
noun.group	empire
noun.cognition	intelligences
noun.cognition	concept
verb.motion	get in
verb.motion	Comes
noun.location	Riviera
noun.person	Peter
verb.contact	sit
verb.social	Play
noun.person	Daddy
noun.artifact	swing records
noun.person	Peter
verb.competition	match
noun.artifact	dancers
noun.artifact	wake
verb.consumption	drank
noun.substance	mineral water
noun.person	Daddy
noun.person	Peter
verb.motion	come home
noun.body	face pink
noun.artifact	cocaine
noun.substance	meperidine
verb.contact	swung
noun.artifact	implant
verb.contact	smashing
noun.body	vision
noun.person	Maelcum
noun.person	Case
noun.artifact	trodes
noun.substance	nylon
noun.artifact	sling
noun.artifact	shock cords
noun.substance	rubber suction
noun.artifact	pads
verb.contact	working
noun.quantity	zero
noun.quantity	g
noun.artifact	wrench
noun.artifact	countersprings
verb.perception	twanging
noun.artifact	hexhead
noun.person	Mar- cus Garvey
verb.perception	groaning
noun.quantity	g
verb.possession	takin
verb.motion	dock
noun.person	Zionite
verb.contact	popping
noun.artifact	hexhead
noun.artifact	mesh
noun.artifact	pouch
noun.person	Maelcum
noun.substance	tool
noun.artifact	job
noun.person	Case
noun.body	muscle
verb.change	bunching
noun.person	Maelcum
verb.contact	sliding
noun.substance	poly
noun.artifact	hexhead
verb.contact	thumbed
noun.artifact	valves
noun.artifact	workbelt
noun.artifact	pads
verb.change	freed
verb.contact	retrieving
verb.contact	kicked back
verb.motion	gliding
noun.communication	docking
noun.artifact	diagram
verb.perception	pulsed
verb.contact	snagged
noun.person	Case
noun.artifact	web
verb.contact	picked at
noun.body	thumbnail
noun.location	truth
verb.change	comes out
verb.contact	unwrapping
noun.substance	oilslick
noun.artifact	shotgun
verb.contact	chopped off
noun.quantity	millimeters
noun.plant	forestock
noun.artifact	shoulderstock
noun.artifact	pistolgrip
noun.attribute	sweat
noun.plant	ganja
noun.person	mon
verb.contact	wiping
noun.substance	oil
noun.substance	poly
verb.contact	wrapping
verb.contact	bunched
noun.artifact	pis- tolgrip
noun.group	navy
noun.person	Case
noun.artifact	trodes
verb.social	bothered
noun.location	Texas
noun.artifact	catheter
noun.act	piss
noun.person	Villa Straylight
verb.communication	jacked in
noun.person	Peter
noun.location	Ashpool
noun.shape	arches
noun.person	Green
noun.shape	planes
noun.cognition	program
noun.person	Dixie
verb.consumption	Need
noun.person	Dix
noun.person	Wintermute
noun.person	Kuang
noun.location	Hosaka
verb.contact	jack
noun.location	Circuit
verb.contact	haul
noun.location	Straylight
verb.contact	plug
noun.cognition	program
noun.person	Wintermute
noun.person	Kuang
noun.person	Flatline
noun.person	Case
verb.motion	flipped
noun.cognition	synaesthesia
noun.plant	melon
noun.animal	moth
verb.contact	brushing
verb.social	barred
noun.artifact	chip
verb.weather	flared
noun.communication	alphanumerics
verb.contact	haloed
verb.contact	ringed
noun.state	aura
noun.person	Peter
verb.motion	arrive
noun.person	Molly
verb.perception	registered
noun.communication	vibrations
noun.person	Riviera
noun.person	Hideo
noun.artifact	intensive care
noun.person	surgeon
noun.person	Case
verb.motion	lap
noun.person	Riviera
noun.state	shock
noun.person	Hideo
noun.act	injection
verb.motion	comes around
verb.motion	comes around--
verb.emotion	distract
verb.possession	throw up
noun.person	Ashpool
verb.emotion	distract
noun.person	Hideo
noun.person	Hideo
noun.person	Hideo
noun.person	Wine
noun.person	Case
verb.communication	jacked out
noun.person	Maelcum
verb.motion	hunched
noun.person	Garvey
verb.communication	tapping out
noun.act	docking
noun.act	sequence
noun.person	Garvey
verb.stative	shrank
verb.motion	wavering
noun.person	Maelcum
verb.communication	displayed
noun.artifact	graphic
noun.person	Garvey
noun.person	Haniwa
noun.location	curvature
noun.artifact	spindle
noun.person	Case
noun.substance	ribbon
noun.communication	fiberoptics
noun.artifact	back - up batteries
noun.artifact	drain
noun.location	Ono - Sendai
noun.person	Maelcum
noun.artifact	workbelt
verb.contact	snagged
verb.contact	unclipped
noun.artifact	shock cord
noun.substance	suction
noun.artifact	pads
verb.contact	hooked
noun.artifact	jaws
noun.artifact	clip
noun.substance	pads
noun.artifact	thumb
noun.phenomenon	suction
noun.artifact	shoulder strap
noun.communication	passport
noun.person	Armitage
noun.possession	bank
noun.artifact	chip
noun.possession	credit
noun.artifact	chip
noun.artifact	derms
noun.substance	betaphenethylamine
noun.person	Bruce
noun.act	roll
noun.communication	New Yen
noun.quantity	pack
noun.substance	Yeheyuans
noun.substance	Freeside
noun.artifact	chip
verb.motion	click
noun.communication	Russian
noun.artifact	scrubber
verb.contact	rebounding
noun.possession	credit
noun.communication	chip
verb.contact	clipped
noun.person	Maelcum
noun.person	The Zionite
verb.perception	glare back
noun.person	Case
noun.artifact	shuriken
verb.contact	tucked
noun.artifact	lining
verb.change	tear
verb.possession	missin
noun.person	Mute
noun.person	mon
noun.person	Maelcum
noun.person	Mute
verb.social	messin
noun.person	Garvey
noun.person	Garvey
verb.social	dockin
verb.perception	spectin
noun.person	Mute
noun.communication	codes
noun.person	Maelcum
noun.artifact	web
noun.act	sequence
verb.contact	grabbed
noun.body	handholds
noun.artifact	navigation board
noun.person	Case
noun.attribute	green square
noun.quantity	millimeters
verb.stative	overlap
noun.person	Haniwa
noun.artifact	bow
verb.motion	miss
noun.artifact	spindle
noun.artifact	Garvey
verb.contact	slung
noun.food	grub
noun.act	tug
verb.motion	shuddered
verb.contact	sprang out
verb.contact	grip
noun.animal	wasp
verb.stative	extruded
noun.person	Haniwa
noun.person	Garvey
noun.event	scraping
noun.artifact	bow
noun.animal	trem-
noun.artifact	bling
noun.plant	fronds
noun.substance	caulk
noun.person	Mon
noun.person	Maelcum
noun.substance	gravity
noun.artifact	magnet
noun.person	Case
noun.cognition	configuration
noun.artifact	spindle
verb.motion	rotating
noun.person	Maelcum
noun.artifact	dreadbag
noun.body	locks
noun.person	mon
noun.location	Villa Straylight
noun.person	Case
verb.communication	reminded
noun.substance	caulk
noun.person	Marcus Garvey
noun.artifact	hatch
noun.location	Straylight
verb.consumption	bled
noun.location	Freeside
noun.attribute	ecosystem
noun.artifact	gangway
verb.contact	extended
noun.location	Haniwa
verb.cognition	designed
noun.artifact	spindle
noun.phenomenon	rotation
noun.phenomenon	gravity
verb.stative	articulated
noun.artifact	members
noun.artifact	seg- ment
verb.contact	ringed
noun.artifact	loop
noun.artifact	loops
noun.artifact	gangway
verb.motion	snaked
noun.location	Haniwa
verb.contact	curved up
noun.location	curvature
noun.person	Maelcum
noun.person	Remington
noun.body	right
noun.artifact	fatigues
noun.artifact	nylon jacket
noun.artifact	canvas sneakers
noun.artifact	soles
noun.artifact	gangway
noun.artifact	clips
noun.person	Case
noun.artifact	makeshift strap
noun.person	Ono
noun.location	Flatline
verb.motion	forcing
verb.cognition	replay
noun.person	Armitage
noun.communication	lecture
noun.location	Villa Straylight
noun.location	Freeside
noun.artifact	eco- system
noun.location	Zion
verb.motion	cycling
noun.act	introduction
noun.person	Freeside
verb.cognition	relied on
noun.act	shipments
noun.act	augmentation
noun.substance	soil nutrients
noun.location	Villa Straylight
verb.possession	produced
noun.person	Maelcum
noun.person	Case
noun.artifact	gangway
noun.artifact	hatch
noun.quantity	meters
noun.artifact	members
noun.artifact	housings
verb.contact	set into
noun.artifact	hatch
noun.person	Case
noun.artifact	hatch
noun.artifact	differential
verb.contact	puffing
noun.substance	grit
noun.person	Maelcum
noun.person	Case
noun.event	click
noun.person	Remington
verb.contact	released
noun.time	mon
noun.state	hurry
noun.person	Maelcum
noun.person	Case
noun.artifact	hatch
noun.person	Maelcum
verb.contact	nudged
noun.artifact	monitor
verb.contact	brushing
noun.artifact	sleeves
noun.artifact	suitcoat
noun.artifact	hatch
verb.stative	centered
noun.artifact	hatch
noun.person	Case
verb.cognition	Expected
noun.artifact	monitor
noun.person	Maelcum
noun.artifact	shotgun
noun.person	Eurasian
noun.artifact	coveralls
verb.motion	stepped through
verb.communication	goggled
noun.person	Case
noun.artifact	monitor
noun.person	Blank
noun.location	The Rastafarian
noun.group	navy
noun.person	Case
verb.motion	standing up
verb.contact	banging
noun.body	hip
noun.artifact	jack
verb.body	swallowed
noun.communication	loyalty
noun.possession	loyalty
noun.body	palms
noun.body	thighs
noun.person	mon
noun.person	Maelcum
noun.act	crouch
noun.artifact	Remington
noun.person	Eurasian
noun.substance	overlap- ping
noun.artifact	carpets
noun.person	Case
noun.artifact	rugs
noun.person	Maelcum
verb.contact	prodding
verb.perception	Smell
noun.artifact	monitor
noun.artifact	Sony
noun.artifact	keyboard
noun.substance	jack
verb.weather	lit
noun.person	Finn
verb.body	grinning
noun.person	Maelcum
verb.motion	takes
noun.person	guy
noun.artifact	locker
noun.person	Case
noun.artifact	adaptor
noun.artifact	cabinet
noun.group	Needs Ono
noun.location	Sendai
noun.location	Hitachi
noun.person	Mael- cum
verb.motion	nudged
noun.person	captive
noun.person	Case
verb.motion	knelt
noun.artifact	adaptor
verb.change	erased
noun.person	Lonny Zone
noun.communication	posters
noun.person	Zone
verb.communication	drawled
verb.contact	hop
noun.location	Lonny
noun.person	Case
noun.person	Finn
noun.location	Zone
noun.person	van- ished
verb.motion	shoved
noun.artifact	adaptor
verb.contact	settled
noun.artifact	trodes
noun.person	Flatline
noun.person	Case
noun.artifact	Joke
noun.person	construct
noun.event	time lapse
noun.cognition	program
noun.attribute	shade
noun.person	Case
verb.perception	mirrored
noun.animal	shark
noun.state	fracture
noun.person	Marcus Garvey
noun.artifact	jet
noun.substance	chrome
noun.person	Case
verb.motion	flipped
verb.contact	bandaged
noun.person	Molly
noun.event	concussion
noun.person	Molly
noun.person	Case
noun.body	leg
noun.act	injection
verb.change	worn off
noun.artifact	straps
noun.person	Molly
noun.person	Molly
verb.social	play with
verb.contact	kiss
verb.contact	brushing
noun.attribute	smears
noun.substance	djellaba
noun.person	Molly
noun.act	injection
verb.body	nurse
noun.person	Molly
verb.contact	wiping
noun.body	leg
verb.change	reset
noun.person	Peter
noun.person	Peter
noun.event	shake
noun.body	strand
noun.person	Peter
noun.person	abuser
noun.person	Molly
verb.body	tensed
noun.artifact	waistband
noun.artifact	jeans
verb.change	manipulated
noun.cognition	margins
noun.process	freeze
verb.communication	decanted
verb.motion	went down
noun.person	cores
verb.contact	strangles
verb.competition	focused
verb.creation	commissioned
noun.artifact	intel-
noun.substance	ligences
noun.person	visionary
noun.person	Al
noun.act	decisions
noun.act	decisions
noun.person	Tessier- Ashpool
noun.group	hive
noun.person	units
noun.person	Fascinating
noun.communication	direction
verb.motion	burrow
verb.social	fiddled
noun.cognition	programs
noun.cognition	ghosts
noun.group	cores
noun.person	Voices
noun.person	Win- termute
noun.communication	Turing
noun.group	Berne Al
verb.cognition	manipulating
noun.communication	subprogram
noun.state	fruition
noun.attribute	capacities
verb.social	ordered
noun.communication	software
noun.person	Drink
noun.person	Molly
noun.person	Jane
noun.person	Riviera
verb.motion	Leave
noun.person	Peter
noun.person	Playing doctor
noun.person	Molly
noun.quantity	centimeters
noun.artifact	implant
verb.contact	driven
noun.person	Hideo
verb.contact	stroking
noun.person	Molly
noun.person	Peter
noun.person	Peter
noun.cognition	projection
noun.person	Peter
noun.person	Wintermute
verb.stative	needs
noun.person	Case
noun.person	Chubb
noun.substance	nylon
noun.artifact	thong
noun.body	breast
verb.motion	withdrawing
noun.communication	diaries
noun.person	Peter
verb.possession	surrender
noun.person	Turing
verb.communication	contend
noun.state	ghosts
noun.person	Case
verb.communication	jacked out
noun.person	customer
noun.person	The Finn
noun.person	Case
noun.location	Sony
noun.person	Case
noun.person	Maelcum
verb.motion	coming back
noun.person	Remington
noun.person	The Zionite
noun.person	Case
noun.artifact	leads
noun.person	mon
noun.person	Maelcum
noun.person	Case
noun.person	mon
noun.person	Righteous dub
noun.person	guys
noun.person	Finn
noun.body	toes
verb.cognition	finesse
noun.communication	pic
verb.contact	conned
noun.person	doorman
noun.person	Case
verb.motion	pulling
noun.artifact	adaptor
noun.artifact	service cart
verb.motion	swiveled
noun.person	Africans
verb.motion	ridden
noun.artifact	manipulators
noun.artifact	upholstery
noun.body	Braun
verb.contact	winking
noun.artifact	LED
noun.artifact	Bus
noun.person	Case
noun.person	Maelcum
verb.emotion	missed
noun.person	Maelcum
noun.person	Remington
noun.person	Case
noun.attribute	speeds
verb.contact	cornering
noun.person	Maelcum
verb.stative	taken
verb.contact	leaning out
noun.substance	lefts
noun.person	Case
noun.artifact	turns
noun.person	Zionite
verb.contact	lean
noun.person	Case
noun.artifact	gear
noun.artifact	showcases
verb.communication	displayed
noun.artifact	collections
noun.artifact	service cart
noun.artifact	carpets
noun.event	whine
noun.artifact	electric motor
noun.event	burst
noun.person	Zion
noun.animal	foam
noun.person	Maelcum
verb.motion	lunged
noun.person	Case
verb.contact	press-
verb.stative	ing
noun.artifact	shuriken
noun.artifact	jacket pocket
noun.body	hip
noun.person	Maelcum
noun.person	Zionite
noun.body	locks
noun.person	Jesus
noun.person	Case
noun.person	Braun
noun.artifact	carpets
verb.perception	sizzled
verb.weather	shot
noun.person	Case
noun.artifact	wool
noun.person	Maelcum
noun.artifact	shotgun
noun.artifact	safety
noun.person	Case
noun.person	Maelcum
noun.person	Braun
noun.artifact	LED
verb.motion	strobed
verb.perception	wan
noun.person	Maelcum
noun.person	Case
noun.artifact	plate
noun.communication	lettering
verb.communication	duced
noun.relation	function
noun.person	functionary
verb.change	polished
verb.motion	dered
noun.person	Tessier
noun.person	Ashpool
noun.group	Metro Holografix
noun.person	Maelcum
verb.motion	ping
noun.artifact	Remington
verb.motion	thrust
noun.body	hip
noun.artifact	Books
noun.person	Maelcum
noun.communication	labels
noun.person	Case
noun.artifact	service cart
noun.artifact	Cart
noun.artifact	Cart
noun.person	The Braun
verb.contact	plucking
noun.body	leg
noun.artifact	jeans
verb.contact	nipping
noun.body	ankle
verb.emotion	resisted
noun.motive	urge
verb.motion	ticked
noun.artifact	monitor
noun.communication	Sony
noun.person	Braun
verb.social	executed
noun.act	Jig
noun.time	Wintermute
noun.person	Finn
verb.cognition	check in
noun.person	Finn
verb.motion	screwed up
noun.person	jack
noun.person	The Braun
noun.body	ankle
noun.body	leg
noun.artifact	manipulators
verb.contact	pinching
noun.substance	Shit
verb.motion	piston
verb.motion	pumping
noun.person	Finn
verb.motion	lack
noun.artifact	adaptor
verb.motion	jacked in
noun.person	Gray
noun.artifact	cyberspace
verb.communication	scream
verb.contact	crouched
noun.animal	haunches
verb.motion	lapping
noun.event	surf
noun.attribute	shade
noun.artifact	bottoms
noun.artifact	jeans
verb.motion	rocked
verb.creation	singing
noun.communication	tune
noun.location	Chiba
noun.location	Chiba
noun.location	Tokyo Bay
verb.emotion	longing
noun.communication	logo
noun.location	Fuji Electric
noun.artifact	drone
noun.artifact	helicopter
noun.object	gull
noun.substance	Sand
verb.contact	stung
verb.body	wept
noun.person	gull
noun.substance	urine
verb.contact	soaked
noun.artifact	jeans
verb.consumption	dribbled
verb.weather	cooled
noun.time	Wintermute
noun.time	Wintermute
verb.contact	forced
verb.motion	stand
verb.perception	ached
noun.artifact	cuff
noun.person	Jesus
verb.motion	hunched
verb.contact	tucking
noun.person	Jesus
verb.perception	chatter
verb.contact	combed
noun.location	patterns
noun.location	Tokyo
noun.person	gardener
verb.contact	disturb
noun.quantity	kilometer
noun.person	Ratz
noun.person	Ratz
noun.communication	glow
noun.event	surf
noun.person	Ratz
noun.person	bartender
noun.feeling	comfort
noun.person	Ratz
noun.person	Case
noun.state	predicament
noun.person	artiste
verb.cognition	amaze
noun.location	In Night City
noun.person	Linda
noun.act	props
noun.location	Playgrounds
noun.body	castles
verb.contact	sealed
noun.substance	rots
noun.location	Europa
verb.change	sealed
noun.person	Ratz
verb.motion	trudging
verb.motion	swinging
noun.attribute	dark
noun.person	Case
verb.contact	laced
noun.person	bartender
noun.person	artiste
noun.person	Case
noun.event	surf
noun.phenomenon	sting
noun.location	sound
noun.person	Ratz
noun.quantity	millimeters
noun.object	seawater
noun.person	Ratz
noun.event	surf
verb.motion	retrace
verb.stative	defining
noun.body	step
noun.artifact	Fire
verb.contact	torn away
noun.artifact	bunker
noun.object	drifts
noun.quantity	meter
noun.person	Case
noun.artifact	fire
verb.change	shifting
verb.contact	crouched
noun.substance	driftwood
verb.consumption	sucking
noun.substance	fire
verb.perception	recognized
noun.artifact	headband
noun.artifact	pattern
verb.possession	refused
verb.possession	refused
noun.artifact	blankets
noun.substance	foam
verb.contact	crouched
verb.contact	scour
verb.contact	adding
noun.substance	driftwood
verb.contact	curled
noun.phenomenon	firelight
verb.motion	parted
noun.location	Bay
noun.person	motherfucker
noun.person	junkie
noun.feeling	desperation
noun.person	Molly
noun.plant	bush
noun.time	Wintermute
noun.person	Braun
noun.location	Nowhere
noun.object	scrap
noun.artifact	blanket
noun.act	fuck
verb.cognition	Hear
noun.person	buddy
noun.body	ass
noun.person	Wintermute
noun.act	scam
verb.contact	hang
noun.person	Dixie'll
noun.location	Kuang
noun.body	ass
noun.communication	shit
noun.person	Wintermute
noun.location	Chiba
verb.communication	Said
noun.location	Freeside
noun.person	Ashpool
noun.person	Molly
verb.communication	edited
verb.communication	fuck
verb.possession	won
noun.person	Honey
noun.artifact	blankets
verb.body	woke
noun.artifact	fire
noun.artifact	bunker
verb.motion	slanting
noun.attribute	gold
noun.substance	fiber
noun.artifact	canister
noun.artifact	shipping container
noun.location	Chiba
noun.possession	rent
noun.artifact	packets
noun.artifact	pats
noun.food	butter
verb.body	tightened
noun.feeling	hunger
verb.motion	Rolling out
noun.artifact	canister
verb.contact	fished
verb.perception	blinking
noun.communication	languages
noun.communication	HI
noun.food	BEEF
noun.communication	listing
noun.group	content
verb.motion	fumbled
noun.substance	shit
verb.contact	lay on
noun.object	drifts
noun.substance	ration
noun.artifact	canisters
noun.artifact	seals
verb.cognition	get
noun.artifact	canister
noun.substance	rainwater
noun.artifact	blankets
noun.attribute	red
verb.contact	knotted
noun.state	dirt
noun.artifact	packets
verb.contact	dumping
noun.artifact	canister
noun.food	mush
verb.perception	tasted
noun.food	beef
noun.cognition	feel
verb.contact	kicked off
noun.substance	nylon
noun.person	comer
noun.artifact	bunker
noun.event	surf
noun.artifact	memories
verb.contact	peeled off
noun.artifact	jeans
verb.contact	kicked
noun.object	surf
noun.artifact	t - shirt
noun.artifact	underwear
noun.quantity	meters
noun.substance	foam
verb.motion	sliding
verb.body	pissed
noun.substance	Saltwater
noun.act	sores
noun.artifact	French
noun.artifact	fatigues
verb.contact	hacked
verb.contact	scooping
noun.person	ward
noun.artifact	jeans
noun.body	leg
verb.contact	slapping
verb.contact	wrinkling
noun.communication	stuff
noun.body	ankle
verb.contact	scrape
noun.food	hash
noun.artifact	plate
noun.phenomenon	firelight
noun.person	Case
noun.substance	shit
verb.motion	hunched
noun.body	forearms
verb.motion	get home
noun.artifact	cigarettes
verb.contact	twisted
noun.object	strand
verb.contact	washed up
noun.person	Case
verb.motion	got up
verb.contact	taking
noun.artifact	door-
verb.contact	scraping
noun.phenomenon	sound
noun.artifact	jeans
noun.artifact	cigarettes
verb.body	wash up
noun.communication	laughter
noun.act	case
noun.food	beer
noun.artifact	bunker
noun.artifact	embers
noun.artifact	coffin
noun.location	Cheap Hotel
noun.artifact	Flash samurai
verb.emotion	Scared
verb.perception	glanced back
verb.possession	stole
noun.artifact	RAM
noun.person	guy
verb.social	had
verb.possession	access
noun.person	Tony
noun.act	habit
noun.artifact	monitor
noun.communication	graphics
noun.communication	graphics
noun.person	Case
noun.person	daddy
noun.artifact	duck
noun.person	Tony
noun.time	sunrise
verb.communication	Scared
noun.quantity	nothin'
verb.communication	....
noun.object	green
noun.food	jelly
verb.contact	slid
noun.substance	embers
noun.substance	embers
verb.perception	Missed
noun.artifact	cigarettes
noun.person	Case
noun.phenomenon	Firelight
noun.body	cheek-
noun.person	Wizard
noun.group	Tank War Europa
verb.stative	mattered
verb.perception	tasting
verb.change	dried
noun.location	Night City
noun.group	Street
noun.person	cowboys
verb.communication	mocked
noun.quantity	sea
noun.attribute	pheromone
noun.artifact	zipper
noun.artifact	fatigues
noun.substance	coils
noun.substance	nylon
verb.change	shooting off
verb.creation	effecting
noun.communication	transmission
verb.change	caught fire
noun.attribute	flare
noun.artifact	bunker
noun.body	thighs
noun.substance	foam
noun.body	buttocks
noun.body	thighs
verb.perception	woke
noun.communication	ghost hieroglyphs
verb.stative	arranging
noun.artifact	backdrop
noun.artifact	bunker
noun.artifact	backs
noun.substance	neon
noun.artifact	molecules
noun.body	afterimages
verb.contact	felt for
noun.event	pulse
verb.contact	clawing
noun.person	Baby
verb.emotion	feel ...
noun.person	Linda
verb.communication	forcing
noun.artifact	rain pool
noun.person	Mexican
noun.person	Brazilian
noun.person	Case
noun.location	Rio
verb.body	struggle
noun.artifact	jeans
noun.person	Case
verb.change	shaking
noun.person	Case
verb.motion	goin
verb.motion	surging back
noun.communication	beat
verb.contact	yanked
noun.artifact	zipper
noun.artifact	knot
noun.artifact	shoelaces
verb.contact	tossing
verb.motion	go there
noun.person	Linda
noun.substance	shit
verb.change	gettin
verb.change	wrecked
verb.perception	flashin
verb.stative	outlining
verb.motion	Pausing
noun.communication	Yeah
verb.communication	Said
noun.person	Event
noun.artifact	bunker
verb.contact	struck out
noun.object	sand
noun.person	Hey
verb.motion	breaking down
verb.communication	Bet
noun.location	Kuang
noun.artifact	icebreaker
noun.location	Dixie Flatline
noun.act	pushover
verb.perception	Looked
noun.artifact	zip
